No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
222,"0,00","0,000","0,005","0,05","0,002","1,56","33,46","0,008","0,010","8,141","28,615","1,225612613","203,445","2,69",1
223,"0,00","0,000","0,004","0,05","0,002","0,21","5,45","0,009","0,129","6,827","17,798","0,1","211,291","4,33",1
224,"0,00","0,000","0,010","0,03","0,002","0,08","11,98","0,006","0,154","7,268","39,742","1,223985692","137,279","4,12",1
225,"0,04","0,040","0,020","0,54","0,003","1,31","13,92","0,050","0,100","6,195","366,815","1,35","501,533","4,14",2
226,"0,00","0,000","0,007","0,01","0,003","2,19","14,00","0,007","0,016","7,554","34,282","0,03086037136","291,400","2,29",1
227,"0,00","0,000","0,005","0,03","0,002","1,27","20,19","0,007","0,057","7,342","23,957","1,49072569","270,792","1,52",1
228,"0,07","0,070","0,640","0,41","0,060","1,91","4,73","0,090","2,580","6,396","322,366","1,62","338,814","3,73",2
229,"0,22","0,220","0,040","0,58","0,003","1,55","11,78","0,070","1,140","7,953","310,136","1,35","454,885","3,54",2
230,"0,00","0,000","0,001","0,03","0,002","0,83","16,16","0,003","0,059","7,579","11,503","0,06","198,929","4,82",1
231,"0,00","0,000","0,007","0,05","0,002","2,35","24,22","0,007","0,068","7,171","18,509","1,954982158","207,173","2,05",1
232,"0,00","0,000","0,040","0,72","0,004","1,33","12,44","0,060","1,250","5,297","303,647","1,05","472,709","2,98",2
233,"0,09","0,090","0,040","0,63","0,003","1,95","11,36","0,070","0,080","5,606","322,674","1,33","354,393","1,91",2
234,"0,00","0,000","0,008","0,02","0,003","0,52","40,16","0,005","0,157","8,489","12,862","1,708176739","81,189","2,38",1
235,"0,00","0,000","0,003","0,04","0,003","2,39","46,76","0,006","0,083","6,750","3,911","0,04255345214","178,434","0,46",1
236,"0,00","0,000","0,007","0,04","0,003","1,12","17,50","0,005","0,049","7,283","13,223","0,09","296,839","4,99",1
237,"0,00","0,000","0,010","0,01","0,001","2,87","45,74","0,003","0,067","7,061","23,813","0,1850255502","265,021","2,37",1
238,"0,00","0,000","0,004","0,02","0,003","0,10","41,71","0,005","0,092","6,867","37,978","0,6006425146","103,792","3,63",1
239,"0,00","0,000","0,005","0,05","0,003","1,70","8,64","0,002","0,082","7,526","26,844","0,9641890192","250,486","4,24",1
240,"0,69","0,690","0,040","0,07","0,030","1,47","8,32","0,020","0,090","9,268","310,141","0,73","473,268","2,51",2
241,"0,00","0,000","0,007","0,03","0,002","0,09","4,84","0,006","0,014","7,437","32,334","0,1831392652","205,881","0,54",1
242,"0,00","0,000","0,007","0,02","0,001","0,04","2,24","0,008","0,031","8,190","28,479","1,462352478","270,357","2,05",1
243,"0,00","0,000","0,070","0,03","0,090","0,99","0,61","0,100","0,050","10,164","341,088","0,03","511,485","2,62",2
244,"0,00","0,000","0,009","0,02","0,002","0,30","7,51","0,005","0,102","7,148","30,391","0,05","104,444","2,36",1
245,"0,00","0,000","0,070","0,03","0,020","0,13","4,94","0,040","0,090","8,237","328,747","0,04","375,276","2,72",2
246,"0,00","0,000","0,005","0,02","0,002","0,38","11,36","0,002","0,181","7,546","2,714","1,286154117","175,004","1,20",1
247,"0,65","0,650","0,010","0,08","0,000","0,05","17,75","0,040","0,090","5,584","298,390","1,29","573,034","4,67",2
248,"0,31","0,310","0,290","0,26","0,090","1,98","18,76","0,080","0,080","4,405","311,598","0,49","512,332","3,46",2
249,"0,00","0,000","0,008","0,02","0,001","2,98","1,70","0,008","0,040","7,305","7,245","1,971633442","177,168","4,18",1
250,"0,00","0,000","0,002","0,03","0,000","0,53","1,37","0,008","0,041","7,858","17,558","1,89","295,213","1,79",1
251,"0,00","0,000","0,001","0,03","0,001","1,32","18,06","0,005","0,036","6,681","38,009","0,9454765029","116,324","2,72",1
252,"0,00","0,000","0,003","0,02","0,000","2,33","45,59","0,004","0,041","8,224","36,451","1,169180647","198,303","0,47",1
253,"0,31","0,310","0,030","0,01","0,090","0,73","18,29","0,050","0,020","7,815","330,132","1,8","570,379","2,66",2
254,"0,00","0,000","0,008","0,04","0,000","2,30","11,37","0,005","0,179","7,236","2,482","1,768546673","121,496","0,08",1
255,"0,00","0,000","0,008","0,05","0,001","2,66","47,72","0,007","0,076","6,539","35,452","1,242969746","284,369","1,38",1
256,"0,00","0,000","0,003","0,03","0,002","2,29","4,35","0,003","0,048","7,193","5,795","1,364240861","201,587","2,35",1
257,"0,00","0,000","0,003","0,03","0,002","1,72","20,52","0,010","0,024","7,184","11,554","1,60335372","213,929","3,43",1
258,"0,00","0,000","0,004","0,02","0,001","2,34","38,25","0,002","0,127","7,671","5,664","0,9730615924","214,812","4,41",1
259,"0,00","0,000","0,008","0,04","0,002","2,43","12,80","0,007","0,195","7,358","16,646","1,899569835","230,986","0,21",1
260,"0,85","0,850","0,870","0,10","0,030","1,66","1,69","0,030","0,040","11,898","375,619","0,02","442,385","3,83",2
261,"0,00","0,000","0,005","0,04","0,003","0,14","18,40","0,004","0,182","6,908","22,373","1,93","187,144","1,48",1
262,"0,03","0,030","0,020","0,16","0,001","1,86","0,15","0,060","0,060","6,277","322,060","0,36","543,686","3,91",2
263,"0,00","0,000","0,004","0,02","0,001","0,09","41,17","0,008","0,172","7,628","34,286","0,290202907","119,592","2,13",1
264,"0,62","0,620","0,020","0,04","0,050","1,03","14,80","0,070","0,060","7,398","343,487","1,17","426,083","3,87",2
265,"0,53","0,530","0,010","0,85","0,006","1,21","4,25","0,070","1,550","9,043","302,535","0,58","393,293","3,31",2
266,"0,00","0,000","0,020","0,08","0,080","1,16","13,72","0,100","0,100","6,913","373,207","0,07","425,984","4,21",2
267,"0,00","0,000","0,004","0,03","0,002","1,75","12,81","0,004","0,086","8,051","9,052","1,94","117,430","0,38",1
268,"0,70","0,700","0,010","0,08","0,004","1,70","0,35","0,030","0,070","9,680","349,655","1,81","269,449","5,78",2
269,"0,00","0,000","0,009","0,04","0,001","0,87","29,18","0,003","0,158","7,763","20,722","0,7717585623","100,773","2,74",1
270,"0,00","0,000","0,030","0,04","0,020","0,59","12,43","0,030","0,070","9,178","314,590","1,06","291,122","3,43",2
271,"0,00","0,000","0,002","0,03","0,001","2,40","24,21","0,007","0,004","8,102","33,980","1,663989315","168,645","4,50",1
272,"0,00","0,000","0,002","0,02","0,001","0,40","9,84","0,009","0,127","6,877","21,081","0,948742225","266,731","3,22",1
273,"0,00","0,000","0,006","0,01","0,001","1,36","5,00","0,004","0,132","8,481","25,265","1,52","226,159","2,18",1
274,"0,00","0,000","0,002","0,02","0,000","2,93","16,21","0,005","0,165","8,363","38,659","0,6721540708","163,817","0,48",1
275,"0,49","0,490","0,760","0,34","0,130","1,31","18,08","0,090","0,020","7,256","356,971","0,04","485,697","3,08",2
276,"0,00","0,000","0,070","0,04","0,030","1,83","5,45","0,030","0,040","3,762","389,889","1,68","273,447","4,50",2
277,"0,49","0,490","0,040","0,24","0,004","1,48","9,92","0,060","0,140","7,993","366,148","1,05","478,515","4,40",2
278,"0,97","0,970","0,030","0,06","0,001","1,33","13,11","0,010","0,130","4,034","320,324","1,27","341,760","4,10",2
279,"0,00","0,000","0,002","0,02","0,001","2,79","35,85","0,004","0,050","8,331","4,587","0,524249309","74,163","3,59",1
280,"0,01","0,010","0,002","0,03","0,002","0,73","12,96","0,005","0,110","7,438","14,521","0,89","190,711","2,52",1
281,"0,00","0,000","0,008","0,02","0,002","1,47","4,23","0,007","0,068","6,503","19,303","1,95","81,526","1,74",1
282,"0,72","0,720","0,100","0,04","0,030","1,77","15,59","0,060","0,100","5,716","347,421","0,99","374,795","3,09",2
283,"0,00","0,000","0,008","0,03","0,001","1,76","36,34","0,010","0,126","7,583","39,064","0,6974319515","66,257","3,42",1
284,"0,00","0,000","0,003","0,04","0,001","1,12","39,55","0,007","0,013","6,623","38,510","0,6951672756","202,249","2,07",1
285,"0,00","0,000","0,004","0,03","0,003","1,65","30,02","0,007","0,040","7,560","36,623","0,9433074129","85,166","0,78",1
286,"0,05","0,050","0,020","0,61","0,007","1,11","16,67","0,090","1,650","4,301","365,941","1,95","395,141","4,62",2
287,"0,00","0,000","0,006","0,03","0,003","0,35","5,13","0,001","0,189","7,168","22,761","0,03","150,793","3,87",1
288,"0,51","0,510","0,060","0,04","0,090","1,48","5,88","0,040","0,010","6,283","326,300","0,93","399,564","4,98",2
289,"0,00","0,000","0,006","0,04","0,003","0,47","23,97","0,006","0,068","7,840","38,875","0,9312643388","77,290","3,36",1
290,"0,00","0,000","0,005","0,02","0,001","1,77","11,87","0,004","0,106","8,050","14,856","1,570394153","274,744","2,41",1
291,"0,00","0,000","0,060","0,08","0,050","0,48","11,49","0,050","0,010","4,776","280,603","1,56","393,534","5,21",2
292,"0,50","0,500","0,060","0,09","0,080","2,18","17,41","0,000","0,060","6,137","312,359","0,78","368,225","4,03",2
293,"0,99","0,990","0,030","0,47","0,001","1,33","11,47","0,000","0,310","6,071","340,646","1,37","363,803","4,17",2
294,"0,00","0,000","0,007","0,02","0,001","0,09","2,21","0,005","0,151","6,814","4,636","1,344420683","254,338","3,00",1
295,"0,00","0,000","0,070","0,10","0,060","1,84","17,25","0,010","0,040","6,962","313,365","0,06","456,260","3,98",2
296,"0,00","0,000","0,003","0,04","0,003","2,42","31,09","0,002","0,015","6,703","12,172","1,191037248","188,149","2,59",1
297,"0,00","0,000","0,008","0,04","0,000","2,63","14,20","0,002","0,128","6,867","39,593","0,2373574449","92,387","4,67",1
298,"0,55","0,550","0,060","0,05","0,050","1,59","18,25","0,040","0,100","7,017","393,841","1,93","432,642","5,24",2
299,"0,00","0,000","0,008","0,01","0,002","0,07","40,36","0,003","0,057","6,673","32,084","1,499944063","149,487","4,34",1
300,"0,00","0,000","0,009","0,03","0,003","0,09","2,56","0,002","0,037","7,114","1,992","1,603811174","273,388","0,83",1
301,"0,00","0,000","0,003","0,02","0,001","0,12","9,34","0,009","0,088","7,561","34,084","1,020243341","215,383","3,39",1
302,"0,66","0,660","0,020","0,05","0,060","1,68","8,09","0,010","0,040","9,239","348,619","0,1","507,476","3,66",2
303,"0,00","0,000","0,006","0,02","0,001","1,50","2,02","0,009","0,032","8,230","28,072","1,668251595","177,813","3,77",1
304,"0,79","0,790","0,020","0,28","0,004","1,36","7,10","0,000","0,050","7,114","298,400","0,36","382,848","3,18",2
305,"0,00","0,000","0,002","0,04","0,001","2,84","3,51","0,007","0,049","8,361","27,664","1,442473558","271,622","2,65",1
306,"0,00","0,000","0,006","0,02","0,001","2,21","11,06","0,007","0,011","6,845","9,241","1,44317054","146,270","3,29",1
307,"0,00","0,000","0,008","0,03","0,001","1,54","0,55","0,009","0,040","7,399","37,674","1,3768526","220,997","1,67",1
308,"0,65","0,650","0,000","0,10","0,050","2,66","7,41","0,030","0,100","7,062","290,709","0,76","330,253","4,36",2
309,"0,00","0,000","0,100","0,04","0,020","1,91","18,16","0,000","0,080","7,846","301,849","0,01","402,658","4,19",2
310,"0,00","0,000","0,040","0,06","0,100","0,89","6,83","0,090","0,010","7,089","321,382","1,23","476,579","2,75",2
311,"0,00","0,000","0,006","0,02","0,000","2,98","23,95","0,010","0,041","7,817","30,930","1,576170114","136,365","4,88",1
312,"0,60","0,600","0,830","0,24","0,010","1,41","8,17","0,060","0,020","8,998","364,747","0,09","419,789","3,46",2
313,"0,00","0,000","0,840","0,86","0,080","2,10","10,02","0,080","4,170","8,979","298,318","1,29","389,376","3,49",2
314,"0,79","0,790","0,060","0,04","0,040","1,72","14,21","0,040","0,010","5,353","338,999","0,82","523,671","4,95",2
315,"0,09","0,090","0,090","0,08","0,040","0,49","11,36","0,070","0,090","5,670","356,420","0,07","360,468","2,67",2
316,"0,00","0,000","0,002","0,02","0,002","0,63","0,60","0,006","0,130","6,858","4,571","0,03","56,396","3,65",1
317,"0,00","0,000","0,002","0,03","0,003","2,44","7,23","0,002","0,030","8,236","18,700","0,4018027146","280,305","3,47",1
318,"0,28","0,280","0,010","0,13","0,003","1,79","5,92","0,070","0,210","9,565","352,353","1,69","461,210","4,07",2
319,"0,00","0,000","0,005","0,04","0,001","1,05","28,36","0,008","0,016","6,696","20,243","1,902559991","203,007","1,03",1
320,"0,00","0,000","0,002","0,04","0,001","1,64","33,86","0,007","0,190","7,015","39,410","1,392777634","177,941","4,73",1
321,"0,00","0,000","0,002","0,03","0,001","1,79","6,18","0,008","0,014","7,191","33,185","0,04","174,384","4,87",1
322,"0,00","0,000","0,040","0,06","0,010","0,28","0,84","0,060","0,090","6,643","347,062","0,6","463,885","4,27",2
323,"0,00","0,000","0,004","0,04","0,002","0,66","15,42","0,008","0,090","7,104","12,238","0,02","87,089","1,95",1
324,"0,00","0,000","0,008","0,05","0,002","0,78","18,48","0,003","0,038","6,991","28,839","1,78","209,243","3,13",1
325,"0,00","0,000","0,005","0,05","0,002","0,41","35,45","0,006","0,196","7,282","29,763","0,2216419435","253,847","4,45",1
326,"0,00","0,000","0,007","0,05","0,001","0,98","39,29","0,004","0,114","7,750","24,949","0,7305343453","188,435","2,14",1
327,"0,00","0,000","0,005","0,02","0,002","0,09","28,24","0,009","0,157","7,501","30,266","1,830029608","146,667","1,83",1
328,"0,00","0,000","0,009","0,02","0,001","0,50","43,90","0,006","0,133","6,623","23,541","0,7477109303","166,521","4,28",1
329,"0,00","0,000","0,000","0,04","0,000","0,39","18,91","0,020","0,060","6,513","335,872","0,05","669,725","3,46",2
330,"0,00","0,000","0,002","0,05","0,001","0,78","19,03","0,006","0,040","8,295","18,639","0,8094179461","223,020","2,73",1
331,"0,00","0,000","0,002","0,02","0,002","2,41","32,69","0,006","0,019","7,284","36,648","1,040254743","237,687","4,51",1
332,"0,00","0,000","0,005","0,02","0,001","1,53","5,50","0,005","0,149","7,986","14,677","0,9335233307","133,257","4,18",1
333,"0,00","0,000","0,007","0,03","0,002","2,07","30,05","0,007","0,033","6,660","23,360","1,901725285","139,692","3,36",1
334,"0,00","0,000","0,007","0,03","0,001","0,57","9,92","0,008","0,135","8,418","14,412","0,04","249,570","3,97",1
335,"0,43","0,430","0,020","0,04","0,030","1,86","9,33","0,080","0,040","8,077","315,575","1,29","352,943","4,78",2
336,"0,26","0,260","0,750","0,65","0,050","1,59","11,50","0,090","0,040","5,090","323,156","0,13","612,095","2,53",2
337,"0,00","0,000","0,006","0,02","0,002","1,58","4,32","0,005","0,118","8,171","10,297","0,5299531376","183,945","4,12",1
338,"0,00","0,000","0,060","0,03","0,060","0,59","8,27","0,060","0,050","7,491","341,164","0,04","386,464","5,20",2
339,"0,00","0,000","0,005","0,04","0,003","0,75","29,44","0,007","0,194","6,600","17,483","0,2949210887","159,087","3,86",1
340,"0,72","0,720","0,030","0,02","0,020","0,33","1,20","0,090","0,030","7,895","380,364","1,31","420,828","3,92",2
341,"0,00","0,000","0,003","0,05","0,003","0,63","15,12","0,007","0,071","8,316","2,095","0,4170625298","247,878","4,78",1
342,"0,00","0,000","0,070","0,02","0,080","0,56","14,10","0,040","0,070","6,272","460,107","0,07","382,880","4,10",2
343,"0,97","0,970","0,060","0,09","0,070","1,03","2,17","0,030","0,090","5,954","406,476","1,77","575,422","4,42",2
344,"0,00","0,000","0,080","0,07","0,010","0,59","2,62","0,020","0,090","8,922","356,756","0,01","404,659","2,59",2
345,"0,33","0,330","0,900","0,57","0,040","2,08","3,55","0,020","0,000","11,491","416,531","0,03","396,697","4,05",2
346,"0,00","0,000","0,001","0,04","0,000","2,04","43,66","0,007","0,081","7,991","6,867","1,959238253","162,636","1,20",1
347,"0,00","0,000","0,040","0,71","0,001","1,92","18,95","0,050","3,830","9,185","313,987","1,47","587,023","4,07",2
348,"0,00","0,000","0,530","0,04","0,060","1,37","11,29","0,090","2,760","7,108","299,403","0,29","403,042","2,79",2
349,"0,00","0,000","0,008","0,03","0,001","0,70","31,52","0,002","0,150","7,094","11,061","1,123550711","192,124","2,66",1
350,"0,00","0,000","0,001","0,03","0,002","2,43","7,07","0,003","0,173","8,405","3,343","1,571908617","126,579","0,12",1
351,"0,00","0,000","0,006","0,04","0,000","0,49","29,17","0,007","0,130","7,962","13,298","1,963961101","224,288","1,86",1
352,"0,02","0,020","0,100","0,04","0,100","1,58","10,42","0,100","0,070","6,890","267,202","1,65","403,990","3,66",2
353,"0,00","0,000","0,004","0,02","0,002","0,51","22,66","0,002","0,158","7,852","4,719","0,8208823187","283,334","2,97",1
354,"0,09","0,090","0,410","0,86","0,120","1,28","16,60","0,040","0,140","10,505","296,197","0,08","373,190","3,60",2
355,"0,00","0,000","0,005","0,03","0,003","1,96","46,44","0,009","0,144","7,836","23,277","1,657124276","169,360","3,61",1
356,"0,72","0,720","0,010","0,07","0,002","1,94","16,32","0,080","0,000","7,710","296,652","1,18","577,491","3,78",2
357,"0,00","0,000","0,010","0,05","0,001","2,04","12,21","0,003","0,067","7,502","15,377","1,291651598","240,244","1,31",1
358,"0,40","0,400","0,630","0,84","0,070","1,20","5,47","0,050","1,370","8,019","346,285","1,15","343,349","3,78",2
359,"0,00","0,000","0,050","0,10","0,020","0,32","1,91","0,060","0,070","10,561","337,754","0,08","349,003","3,36",2
360,"0,00","0,000","0,280","0,32","0,080","1,63","4,48","0,060","4,050","5,763","314,131","0,21","502,053","3,71",2
361,"0,00","0,000","0,007","0,03","0,002","1,02","16,26","0,002","0,024","7,328","39,942","0,13","151,204","2,62",1
362,"0,71","0,710","0,030","0,01","0,070","1,20","18,47","0,050","0,080","4,059","372,600","0,35","407,381","4,13",2
363,"0,00","0,000","0,006","0,05","0,000","1,85","31,05","0,001","0,175","6,713","32,334","0,8681729871","246,005","1,49",1
364,"0,00","0,000","0,009","0,03","0,002","2,14","6,33","0,006","0,177","6,700","25,435","0,7287615771","287,126","4,07",1
365,"0,00","0,000","0,003","0,05","0,002","2,16","12,90","0,005","0,012","7,945","18,086","0,606250239","126,475","4,08",1
366,"0,17","0,170","0,090","0,03","0,090","1,74","5,76","0,030","0,000","7,025","364,975","0,09","320,355","3,92",2
367,"0,00","0,000","0,020","0,07","0,060","1,59","7,31","0,080","0,040","6,964","341,987","1,66","367,968","5,16",2
368,"0,85","0,850","0,020","0,09","0,050","0,69","1,21","0,050","0,080","4,490","302,316","0,42","295,750","4,75",2
369,"0,00","0,000","0,009","0,02","0,001","1,05","45,66","0,010","0,116","7,367","36,651","1,147560493","184,166","0,30",1
370,"0,00","0,000","0,100","0,00","0,060","0,83","16,16","0,070","0,050","7,274","363,006","0,06","493,888","3,66",2
371,"0,82","0,820","0,020","0,57","0,008","1,79","11,71","0,080","0,060","7,890","350,108","0,95","352,354","2,01",2
372,"0,00","0,000","0,020","0,08","0,020","0,64","15,72","0,030","0,020","7,959","325,409","0,06","353,070","1,66",2
373,"0,00","0,000","0,030","0,89","0,004","1,00","12,88","0,100","4,940","7,345","262,065","1,62","369,903","5,70",2
374,"0,00","0,000","0,540","0,15","0,040","1,47","2,98","0,090","0,950","7,248","290,703","1,38","526,776","3,93",2
375,"0,99","0,990","0,010","0,55","0,001","1,38","1,60","0,020","0,060","6,603","385,506","1,62","464,025","4,07",2
